"id" "long" "lat" "order" "hole" "piece" "group" "LAD13CD" "LAD13CDO" "LAD13NM" "LAD13NMW" "xcentroid" "ycentroid"
"143" "258" -2.44769069 53.52923979 143 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"144" "258" -2.44850892 53.52805041 144 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"145" "258" -2.4509636 53.5286451 145 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"146" "258" -2.45587298 53.52923979 146 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"147" "258" -2.46160058 53.53042918 147 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"148" "258" -2.46569173 53.53042918 148 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"149" "258" -2.46978287 53.53221325 149 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"150" "258" -2.47223756 53.53161856 150 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"151" "258" -2.47878339 53.53340264 151 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"152" "258" -2.48205631 53.53340264 152 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"153" "258" -2.48696568 53.53399733 153 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"154" "258" -2.48942037 53.53459202 154 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"155" "258" -2.4902386 53.5357814 155 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"156" "258" -2.49678443 53.53697079 156 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"157" "258" -2.49842089 53.53756548 157 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"158" "258" -2.49923912 53.53816017 158 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"159" "258" -2.50251203 53.53756548 159 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"160" "258" -2.50333026 53.53875486 160 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"161" "258" -2.50496672 53.53875486 161 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"162" "258" -2.50660318 53.53875486 162 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"163" "258" -2.50742141 53.53756548 163 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"164" "258" -2.50823964 53.53637609 164 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"165" "258" -2.50905786 53.5357814 165 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
